,gene_id,gene_name,gene_ontology
47260,b4081,mdtO,plasma membrane
47261,b4081,mdtO,plasma membrane
47262,b4081,mdtO,plasma membrane
47263,b4081,mdtO,plasma membrane
47264,b4081,mdtO,membrane
47265,b4081,mdtO,transporter complex
47266,b4081,mdtO,plasma membrane
47267,b4082,mdtN,response to antibiotic
47268,b4082,mdtN,sulfathiazole transmembrane transport
47269,b4082,mdtN,sulfathiazole transmembrane transporter activity
47270,b4082,mdtN,xenobiotic transmembrane transporter activity
47271,b4082,mdtN,response to antibiotic
47272,b4082,mdtN,transmembrane transport
47273,b4082,mdtN,transmembrane transport
47274,b4082,mdtN,xenobiotic detoxification by transmembrane export across the plasma membrane
47275,b4082,mdtN,plasma membrane
47276,b4082,mdtN,plasma membrane
47277,b4082,mdtN,plasma membrane
47278,b4082,mdtN,membrane
47279,b4082,mdtN,transporter complex
47280,b4083,yjcS,dodecyl sulfate metabolic process
47281,b4083,yjcS,hydrolase activity
47282,b4083,yjcS,linear primary-alkylsulfatase activity
47283,b4083,yjcS,linear primary-alkylsulfatase activity
47284,b4083,yjcS,metal ion binding
47285,b4083,yjcS,protein dimerization activity
47286,b4083,yjcS,dodecyl sulfate metabolic process
47287,b4083,yjcS,outer membrane-bounded periplasmic space
47288,b4083,yjcS,periplasmic space
47289,b4083,yjcS,periplasmic space
47290,b4083,yjcS,outer membrane-bounded periplasmic space
47291,b4083,yjcS,linear primary-alkylsulfatase activity
47292,b4083,yjcS,dodecyl sulfate metabolic process
47293,b2775,yqcE,transmembrane transporter activity
47294,b2775,yqcE,transmembrane transport
47295,b2775,yqcE,plasma membrane
47296,b2775,yqcE,plasma membrane
47297,b2775,yqcE,plasma membrane
47298,b2775,yqcE,plasma membrane
47299,b2775,yqcE,membrane
47300,b3519,treF,trehalose catabolic process
47301,b3519,treF,cellular hyperosmotic response
47302,b3519,treF,"alpha,alpha-trehalase activity"
47303,b3519,treF,"alpha,alpha-trehalase activity"
47304,b3519,treF,"alpha,alpha-trehalase activity"
47305,b3519,treF,"alpha,alpha-trehalase activity"
47306,b3519,treF,"alpha,alpha-trehalase activity"
47307,b3519,treF,hydrolase activity
47308,b3519,treF,"hydrolase activity, acting on glycosyl bonds"
47309,b3519,treF,carbohydrate metabolic process
47310,b3519,treF,trehalose metabolic process
47311,b3519,treF,trehalose metabolic process
47312,b3519,treF,trehalose catabolic process
47313,b3519,treF,trehalose catabolic process
47314,b3519,treF,metabolic process
47315,b3519,treF,cellular hyperosmotic response
47316,b3519,treF,cytoplasm
47317,b3519,treF,cytoplasm
47318,b3519,treF,cytoplasm
47319,b3519,treF,cytoplasm
47320,b3519,treF,trehalose catabolic process
47321,b3519,treF,"alpha,alpha-trehalase activity"
47322,b3064,tsaD,tRNA threonylcarbamoyladenosine modification
47323,b3064,tsaD,tRNA threonylcarbamoyladenosine modification
47324,b3064,tsaD,magnesium ion binding
47325,b3064,tsaD,iron ion binding
47326,b3064,tsaD,iron ion binding
47327,b3064,tsaD,protein binding
47328,b3064,tsaD,protein binding
47329,b3064,tsaD,protein binding
47330,b3064,tsaD,transferase activity
47331,b3064,tsaD,acyltransferase activity
47332,b3064,tsaD,"acyltransferase activity, transferring groups other than amino-acyl groups"
47333,b3064,tsaD,identical protein binding
47334,b3064,tsaD,metal ion binding
47335,b3064,tsaD,N(6)-L-threonylcarbamoyladenine synthase activity
47336,b3064,tsaD,N(6)-L-threonylcarbamoyladenine synthase activity
47337,b3064,tsaD,glycosylation-dependent protein binding
47338,b3064,tsaD,tRNA threonylcarbamoyladenosine modification
47339,b3064,tsaD,tRNA threonylcarbamoyladenosine modification
47340,b3064,tsaD,tRNA threonylcarbamoyladenosine modification
47341,b3064,tsaD,tRNA modification
47342,b3064,tsaD,tRNA processing
47343,b3064,tsaD,tRNA threonylcarbamoyladenosine metabolic process
47344,b3064,tsaD,maintenance of translational fidelity
47345,b3064,tsaD,EKC/KEOPS complex
47346,b3064,tsaD,cytoplasm
47347,b3064,tsaD,cytoplasm
47348,b3064,tsaD,cytoplasm
47349,b3064,tsaD,cytosol
47350,b4087,alsA,nucleotide binding
47351,b4087,alsA,ATP binding
47352,b4087,alsA,ATP binding
47353,b4087,alsA,ATP binding
47354,b4087,alsA,ABC-type D-ribose transporter activity
47355,b4087,alsA,ATP hydrolysis activity
47356,b4087,alsA,carbohydrate transport
47357,b4087,alsA,D-ribose transmembrane transport
47358,b4087,alsA,allose transmembrane transport
47359,b4087,alsA,plasma membrane
47360,b4087,alsA,plasma membrane
47361,b4087,alsA,plasma membrane
47362,b4087,alsA,plasma membrane
47363,b4087,alsA,membrane
47364,b4087,alsA,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
47365,b3061,ttdA,single-species biofilm formation
47366,b3061,ttdA,tartrate metabolic process
47367,b3061,ttdA,protein binding
47368,b3061,ttdA,protein binding
47369,b3061,ttdA,L(+)-tartrate dehydratase activity
47370,b3061,ttdA,L(+)-tartrate dehydratase activity
47371,b3061,ttdA,lyase activity
47372,b3061,ttdA,lyase activity
47373,b3061,ttdA,metal ion binding
47374,b3061,ttdA,iron-sulfur cluster binding
47375,b3061,ttdA,"4 iron, 4 sulfur cluster binding"
47376,b3061,ttdA,tartrate catabolic process
47377,b3061,ttdA,catalytic complex
47378,b4260,pepA,plasmid maintenance
47379,b4260,pepA,DNA-templated transcription
47380,b4260,pepA,DNA-templated transcription
47381,b4260,pepA,plasmid recombination
47382,b4260,pepA,peptide catabolic process
47383,b4260,pepA,"transcription antitermination factor activity, DNA binding"
47384,b4260,pepA,DNA binding
47385,b4260,pepA,aminopeptidase activity
47386,b4260,pepA,aminopeptidase activity
47387,b4260,pepA,aminopeptidase activity
47388,b4260,pepA,peptidase activity
47389,b4260,pepA,metalloexopeptidase activity
47390,b4260,pepA,hydrolase activity
47391,b4260,pepA,manganese ion binding
47392,b4260,pepA,manganese ion binding
47393,b4260,pepA,metal ion binding
47394,b4260,pepA,metal ion binding
47395,b4260,pepA,metalloaminopeptidase activity
47396,b4260,pepA,proteolysis
47397,b4260,pepA,proteolysis
47398,b4260,pepA,protein metabolic process
47399,b4260,pepA,transcription antitermination
47400,b4260,pepA,cytoplasm
47401,b4260,pepA,cytoplasm
47402,b4260,pepA,aminopeptidase activity
47403,b4260,pepA,cytoplasm
47404,b4260,pepA,proteolysis
47405,b2332,yfcO,cytosol
47406,b2291,yfbR,dUMP biosynthetic process
47407,b2291,yfbR,pyrimidine deoxyribonucleotide salvage
47408,b2291,yfbR,nucleotide binding
47409,b2291,yfbR,5'-deoxynucleotidase activity
47410,b2291,yfbR,5'-deoxynucleotidase activity
47411,b2291,yfbR,hydrolase activity
47412,b2291,yfbR,phosphatase activity
47413,b2291,yfbR,identical protein binding
47414,b2291,yfbR,metal ion binding
47415,b2291,yfbR,thymidylate 5'-phosphatase activity
47416,b2291,yfbR,cobalt ion binding
47417,b2291,yfbR,cytoplasm
47418,b2291,yfbR,cytoplasm
47419,b2291,yfbR,5'-deoxynucleotidase activity
47420,b2211,yojI,microcin transport
47421,b2211,yojI,response to antibiotic
47422,b2211,yojI,nucleotide binding
47423,b2211,yojI,ATP binding
47424,b2211,yojI,ATP binding
47425,b2211,yojI,ATP binding
47426,b2211,yojI,ATP hydrolysis activity
47427,b2211,yojI,ABC-type transporter activity
47428,b2211,yojI,peptide transmembrane transporter activity
47429,b2211,yojI,peptide transmembrane transporter activity
47430,b2211,yojI,peptide transport
47431,b2211,yojI,response to antibiotic
47432,b2211,yojI,transmembrane transport
47433,b2211,yojI,plasma membrane
47434,b2211,yojI,plasma membrane
47435,b2211,yojI,plasma membrane
47436,b2211,yojI,membrane
47437,b2211,yojI,membrane
47438,b2211,yojI,membrane
47439,b2211,yojI,ATPase-coupled transmembrane transporter activity
47440,b2211,yojI,ATP binding
47441,b2211,yojI,ATP-binding cassette (ABC) transporter complex
47442,b2210,mqo,malate dehydrogenase (quinone) activity
47443,b2210,mqo,malate dehydrogenase (quinone) activity
47444,b2210,mqo,malate dehydrogenase (quinone) activity
47445,b2210,mqo,malate dehydrogenase (quinone) activity
47446,b2210,mqo,malate dehydrogenase (quinone) activity
47447,b2210,mqo,oxidoreductase activity
47448,b2210,mqo,flavin adenine dinucleotide binding
47449,b2210,mqo,malate dehydrogenase (menaquinone) activity
47450,b2210,mqo,tricarboxylic acid cycle
47451,b2210,mqo,tricarboxylic acid cycle
47452,b2210,mqo,tricarboxylic acid cycle
47453,b2210,mqo,tricarboxylic acid cycle
47454,b2210,mqo,cytosol
47455,b2210,mqo,cytoplasmic side of plasma membrane
47456,b2210,mqo,cytoplasm
47457,b2210,mqo,oxidoreductase activity
47458,b2271,yfbL,metalloexopeptidase activity
47459,b2271,yfbL,proteolysis
47460,b2271,yfbL,plasma membrane
47461,b2271,yfbL,membrane
47462,b2271,yfbL,membrane
47463,b2271,yfbL,proteolysis
47464,b3654,xanP,xanthine transport
47465,b3654,xanP,nucleobase transmembrane transporter activity
47466,b3654,xanP,transmembrane transporter activity
47467,b3654,xanP,xanthine transmembrane transporter activity
47468,b3654,xanP,transmembrane transport
47469,b3654,xanP,plasma membrane
47470,b3654,xanP,plasma membrane
47471,b3654,xanP,plasma membrane
47472,b3654,xanP,plasma membrane
47473,b3654,xanP,plasma membrane
47474,b3654,xanP,plasma membrane
47475,b3654,xanP,membrane
47476,b3654,xanP,membrane
47477,b3654,xanP,xanthine transmembrane transporter activity
47478,b3654,xanP,xanthine transport
47479,b2497,uraA,uracil import across plasma membrane
47480,b2497,uraA,uracil import across plasma membrane
47481,b2497,uraA,uracil import across plasma membrane
47482,b2497,uraA,nucleobase transmembrane transporter activity
47483,b2497,uraA,uracil transmembrane transporter activity
47484,b2497,uraA,uracil transmembrane transporter activity
47485,b2497,uraA,symporter activity
47486,b2497,uraA,uracil:monoatomic cation symporter activity
47487,b2497,uraA,uracil:monoatomic cation symporter activity
47488,b2497,uraA,transmembrane transporter activity
47489,b2497,uraA,protein homodimerization activity
47490,b2497,uraA,uracil transport
47491,b2497,uraA,transmembrane transport
47492,b2497,uraA,plasma membrane
47493,b2497,uraA,plasma membrane
47494,b2497,uraA,plasma membrane
47495,b2497,uraA,plasma membrane
47496,b2497,uraA,plasma membrane
47497,b2497,uraA,plasma membrane
47498,b2497,uraA,plasma membrane
47499,b2497,uraA,membrane
47500,b2497,uraA,membrane
47501,b2497,uraA,membrane
47502,b2497,uraA,membrane
47503,b2497,uraA,transporter activity
47504,b4812,timP,plasma membrane
47505,b4812,timP,plasma membrane
47506,b4812,timP,plasma membrane
47507,b4812,timP,membrane
47508,b3646,yicG,plasma membrane
47509,b3646,yicG,plasma membrane
47510,b3646,yicG,plasma membrane
47511,b3646,yicG,plasma membrane
47512,b3646,yicG,membrane
47513,b3646,yicG,plasma membrane
47514,b3474,yhhT,plasma membrane
47515,b3474,yhhT,plasma membrane
47516,b3474,yhhT,plasma membrane
47517,b3474,yhhT,plasma membrane
47518,b3474,yhhT,membrane
47519,b3474,yhhT,transmembrane transport
47520,b0584,fepA,ferric-enterobactin import into cell
47521,b0584,fepA,ferric-enterobactin import into cell
47522,b0584,fepA,ferric-enterobactin import into cell
47523,b0584,fepA,siderophore-dependent iron import into cell
47524,b0584,fepA,colicin transport
47525,b0584,fepA,colicin transport
47526,b0584,fepA,colicin transport
47527,b0584,fepA,protein binding
47528,b0584,fepA,protein binding
47529,b0584,fepA,protein binding
47530,b0584,fepA,siderophore-iron transmembrane transporter activity
47531,b0584,fepA,ferric-enterobactin transmembrane transporter activity
47532,b0584,fepA,ferric-enterobactin transmembrane transporter activity
47533,b0584,fepA,ferric-enterobactin transmembrane transporter activity
47534,b0584,fepA,protein domain specific binding
47535,b0584,fepA,ligand-gated channel activity
47536,b0584,fepA,signaling receptor activity
47537,b0584,fepA,colicin transmembrane transporter activity
47538,b0584,fepA,colicin transmembrane transporter activity
47539,b0584,fepA,colicin transmembrane transporter activity
47540,b0584,fepA,monoatomic ion transport
47541,b0584,fepA,siderophore transport
47542,b0584,fepA,iron ion transmembrane transport
47543,b0584,fepA,cell outer membrane
47544,b0584,fepA,cell outer membrane
47545,b0584,fepA,cell outer membrane
47546,b0584,fepA,cell outer membrane
47547,b0584,fepA,cell outer membrane
47548,b0584,fepA,cell outer membrane
47549,b0584,fepA,membrane
47550,b0584,fepA,transmembrane transporter complex
47551,b0584,fepA,cell envelope
47552,b0584,fepA,siderophore uptake transmembrane transporter activity
47553,b0584,fepA,colicin transmembrane transporter activity
47554,b0584,fepA,siderophore transmembrane transport
47555,b0584,fepA,enterobactin transmembrane transporter activity
47556,b0584,fepA,enterobactin transport
47557,b2616,recN,recombinational repair
47558,b2616,recN,double-strand break repair
47559,b2616,recN,double-strand break repair
47560,b2616,recN,double-strand break repair
47561,b2616,recN,DNA damage response
47562,b2616,recN,DNA damage response
47563,b2616,recN,response to radiation
47564,b2616,recN,response to UV
47565,b2616,recN,SOS response
47566,b2616,recN,response to X-ray
47567,b2616,recN,response to ionizing radiation
47568,b2616,recN,recombinational interstrand cross-link repair
47569,b2616,recN,nucleotide binding
47570,b2616,recN,protein binding
47571,b2616,recN,protein binding
47572,b2616,recN,ATP binding
47573,b2616,recN,ATP binding
47574,b2616,recN,ATP binding
47575,b2616,recN,DNA repair
47576,b2616,recN,DNA repair
47577,b2616,recN,DNA recombination
47578,b2616,recN,DNA damage response
47579,b2616,recN,cytoplasm
47580,b2616,recN,cytoplasm
47581,b2616,recN,cytosol
47582,b2616,recN,bacterial nucleoid
47583,b2616,recN,SOS response
47584,b2616,recN,response to radiation
47585,b3755,yieP,DNA binding
47586,b3755,yieP,DNA-binding transcription factor activity
47587,b3755,yieP,regulation of DNA-templated transcription
47588,b3755,yieP,cytosol
47589,b3754,hsrA,transmembrane transporter activity
47590,b3754,hsrA,transmembrane transport
47591,b3754,hsrA,plasma membrane
47592,b3754,hsrA,plasma membrane
47593,b3754,hsrA,plasma membrane
47594,b3754,hsrA,plasma membrane
47595,b3754,hsrA,membrane
47596,b3754,hsrA,membrane
47597,b3754,hsrA,transmembrane transport
47598,b3754,hsrA,transmembrane transporter activity
47599,b3746,ravA,nucleotide binding
47600,b3746,ravA,protein binding
47601,b3746,ravA,protein binding
47602,b3746,ravA,protein binding
47603,b3746,ravA,ATP binding
47604,b3746,ravA,hydrolase activity
47605,b3746,ravA,ATP hydrolysis activity
47606,b3746,ravA,ATP hydrolysis activity
47607,b3746,ravA,ATP hydrolysis activity
47608,b3746,ravA,identical protein binding
47609,b3746,ravA,identical protein binding
47610,b3746,ravA,cytoplasm
47611,b3746,ravA,cytoplasm
47612,b3746,ravA,cytoplasm
47613,b3746,ravA,cytoplasm
47614,b3746,ravA,cytoplasm
47615,b3746,ravA,cytosol
47616,b2204,napH,metal ion binding
47617,b2204,napH,iron-sulfur cluster binding
47618,b2204,napH,"4 iron, 4 sulfur cluster binding"
47619,b2204,napH,plasma membrane
47620,b2204,napH,plasma membrane
47621,b2204,napH,plasma membrane
47622,b2204,napH,plasma membrane
47623,b2204,napH,membrane
47624,b2204,napH,membrane
47625,b2204,napH,plasma membrane
47626,b3719,yieL,"hydrolase activity, hydrolyzing O-glycosyl compounds"
47627,b3719,yieL,carbohydrate metabolic process
47628,b3719,yieL,"acyltransferase activity, transferring groups other than amino-acyl groups"
47629,b3718,yieK,glucosamine-6-phosphate deaminase activity
47630,b3718,yieK,carbohydrate metabolic process
47631,b3718,yieK,N-acetylglucosamine metabolic process
47632,b3718,yieK,cytoplasm
47633,b3718,yieK,identical protein binding
47634,b3718,yieK,N-acetylglucosamine catabolic process
47635,b3718,yieK,cytosol
47636,b3718,yieK,N-acetylneuraminate catabolic process
47637,b3718,yieK,glucosamine-6-phosphate deaminase activity
47638,b3718,yieK,glucosamine catabolic process
47639,b2201,ccmA,cytochrome c biosynthetic process
47640,b2201,ccmA,cytochrome c biosynthetic process
47641,b2201,ccmA,nucleotide binding
47642,b2201,ccmA,protein binding
47643,b2201,ccmA,protein binding
47644,b2201,ccmA,protein binding
47645,b2201,ccmA,protein binding
47646,b2201,ccmA,ATP binding
47647,b2201,ccmA,ATP binding
47648,b2201,ccmA,ABC-type heme transporter activity
47649,b2201,ccmA,ABC-type heme transporter activity
47650,b2201,ccmA,ATP hydrolysis activity
47651,b2201,ccmA,ATP hydrolysis activity
47652,b2201,ccmA,transmembrane transporter activity
47653,b2201,ccmA,cytochrome complex assembly
47654,b2201,ccmA,cytochrome complex assembly
47655,b2201,ccmA,cytochrome complex assembly
47656,b2201,ccmA,heme import across plasma membrane
47657,b2201,ccmA,plasma membrane
47658,b2201,ccmA,plasma membrane
47659,b2201,ccmA,plasma membrane
47660,b2201,ccmA,membrane
47661,b2201,ccmA,ATP-binding cassette (ABC) transporter complex
47662,b2258,arnF,response to iron(III) ion
47663,b2258,arnF,response to iron(III) ion
47664,b2258,arnF,carbohydrate derivative transport
47665,b2258,arnF,transmembrane transporter activity
47666,b2258,arnF,transmembrane transporter activity
47667,b2258,arnF,carbohydrate derivative transmembrane transporter activity
47668,b2258,arnF,carbohydrate derivative transmembrane transporter activity
47669,b2258,arnF,lipid metabolic process
47670,b2258,arnF,lipopolysaccharide biosynthetic process
47671,b2258,arnF,lipopolysaccharide biosynthetic process
47672,b2258,arnF,lipopolysaccharide biosynthetic process
47673,b2258,arnF,lipid A biosynthetic process
47674,b2258,arnF,lipid A biosynthetic process
47675,b2258,arnF,response to chemical
47676,b2258,arnF,transmembrane transport
47677,b2258,arnF,transmembrane transport
47678,b2258,arnF,plasma membrane
47679,b2258,arnF,plasma membrane
47680,b2258,arnF,plasma membrane
47681,b2258,arnF,plasma membrane
47682,b2258,arnF,plasma membrane
47683,b2258,arnF,membrane
47684,b2258,arnF,membrane
47685,b2258,arnF,transmembrane transporter activity
47686,b2258,arnF,transmembrane transport
47687,b2257,arnT,lipopolysaccharide biosynthetic process
47688,b2257,arnT,response to iron(III) ion
47689,b2257,arnT,response to iron(III) ion
47690,b2257,arnT,mannosyltransferase activity
47691,b2257,arnT,transferase activity
47692,b2257,arnT,transferase activity
47693,b2257,arnT,glycosyltransferase activity
47694,b2257,arnT,pentosyltransferase activity
47695,b2257,arnT,pentosyltransferase activity
47696,b2257,arnT,4-amino-4-deoxy-L-arabinose transferase activity
47697,b2257,arnT,protein O-linked glycosylation
47698,b2257,arnT,lipid metabolic process
47699,b2257,arnT,lipopolysaccharide biosynthetic process
47700,b2257,arnT,lipid A biosynthetic process
47701,b2257,arnT,lipid A biosynthetic process
47702,b2257,arnT,plasma membrane
47703,b2257,arnT,plasma membrane
47704,b2257,arnT,plasma membrane
47705,b2257,arnT,plasma membrane
47706,b2257,arnT,plasma membrane
47707,b2257,arnT,membrane
47708,b2257,arnT,membrane
47709,b2257,arnT,lipopolysaccharide biosynthetic process
47710,b2257,arnT,pentosyltransferase activity
47711,b2257,arnT,plasma membrane
47712,b2257,arnT,response to iron(III) ion
47713,b2256,arnD,response to iron(III) ion
47714,b2256,arnD,response to iron(III) ion
47715,b2256,arnD,response to antibiotic
47716,b2256,arnD,hydrolase activity
47717,b2256,arnD,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
47718,b2256,arnD,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
47719,b2256,arnD,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
47720,b2256,arnD,carbohydrate metabolic process
47721,b2256,arnD,lipid metabolic process
47722,b2256,arnD,lipopolysaccharide biosynthetic process
47723,b2256,arnD,lipopolysaccharide biosynthetic process
47724,b2256,arnD,lipid A biosynthetic process
47725,b2256,arnD,lipid A biosynthetic process
47726,b2256,arnD,4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process
47727,b2256,arnD,response to antibiotic
47728,b2250,yfaZ,cell outer membrane
47729,b2250,yfaZ,cell outer membrane
47730,b2250,yfaZ,cell outer membrane
47731,b2250,yfaZ,membrane
47741,b2946,rsmE,rRNA base methylation
47742,b2946,rsmE,methyltransferase activity
47743,b2946,rsmE,methyltransferase activity
47744,b2946,rsmE,transferase activity
47745,b2946,rsmE,protein homodimerization activity
47746,b2946,rsmE,rRNA (uridine-N3-)-methyltransferase activity
47747,b2946,rsmE,rRNA processing
47748,b2946,rsmE,rRNA processing
47749,b2946,rsmE,methylation
47750,b2946,rsmE,cytoplasm
47751,b2946,rsmE,cytoplasm
47752,b2946,rsmE,rRNA base methylation
47753,b2946,rsmE,rRNA (uridine-N3-)-methyltransferase activity
47754,b2619,ratA,negative regulation of translational initiation
47755,b2619,ratA,ribosomal large subunit binding
47756,b2619,ratA,ubiquinone binding
47757,b2619,ratA,ubiquinone biosynthetic process
47758,b2619,ratA,cellular respiration
47759,b3113,tdcF,hydrolase activity
47760,b3113,tdcF,identical protein binding
47761,b3113,tdcF,threonine metabolic process
47762,b3113,tdcF,L-threonine catabolic process to propionate
47763,b3113,tdcF,cytosol
47764,b3113,tdcF,organonitrogen compound catabolic process
47765,b3113,tdcF,deaminase activity
47766,b3717,cbrC,bacteriocin immunity
47767,b3716,cbrB,plasma membrane
47768,b3716,cbrB,plasma membrane
47769,b3716,cbrB,plasma membrane
47770,b3716,cbrB,plasma membrane
47771,b3716,cbrB,membrane
47772,b3715,yieH,magnesium ion binding
47773,b3715,yieH,hydrolase activity
47774,b3715,yieH,phosphatase activity
47775,b3715,yieH,phosphatase activity
47776,b3715,yieH,manganese ion binding
47777,b3715,yieH,metal ion binding
47778,b3715,yieH,metal ion binding
47779,b3714,adeP,adenine transport
47780,b3714,adeP,adenine transport
47781,b3714,adeP,nucleobase transmembrane transporter activity
47782,b3714,adeP,nucleobase transmembrane transporter activity
47783,b3714,adeP,adenine transmembrane transporter activity
47784,b3714,adeP,adenine transmembrane transporter activity
47785,b3714,adeP,solute:proton symporter activity
47786,b3714,adeP,transmembrane transporter activity
47787,b3714,adeP,transmembrane transport
47788,b3714,adeP,proton transmembrane transport
47789,b3714,adeP,purine nucleobase transmembrane transport
47790,b3714,adeP,plasma membrane
47791,b3714,adeP,plasma membrane
47792,b3714,adeP,plasma membrane
47793,b3714,adeP,plasma membrane
47794,b3714,adeP,plasma membrane
47795,b3714,adeP,plasma membrane
47796,b3714,adeP,membrane
47797,b3714,adeP,membrane
47798,b3714,adeP,adenine transmembrane transporter activity
47799,b3714,adeP,plasma membrane
47800,b2196,ccmF,cytochrome c-heme linkage
47801,b2196,ccmF,cytochrome c-heme linkage
47802,b2196,ccmF,protein binding
47803,b2196,ccmF,protein binding
47804,b2196,ccmF,heme transmembrane transporter activity
47805,b2196,ccmF,heme binding
47806,b2196,ccmF,heme binding
47807,b2196,ccmF,heme binding
47808,b2196,ccmF,heme transport
47809,b2196,ccmF,cytochrome complex assembly
47810,b2196,ccmF,cytochrome complex assembly
47811,b2196,ccmF,cytochrome c-heme linkage
47812,b2196,ccmF,plasma membrane
47813,b2196,ccmF,plasma membrane
47814,b2196,ccmF,plasma membrane
47815,b2196,ccmF,plasma membrane
47816,b2196,ccmF,plasma membrane
47817,b2196,ccmF,plasma membrane
47818,b2196,ccmF,plasma membrane
47819,b2196,ccmF,membrane
47820,b2196,ccmF,membrane
47821,b3998,nfi,DNA repair
47822,b3998,nfi,DNA repair
47823,b3998,nfi,magnesium ion binding
47824,b3998,nfi,nuclease activity
47825,b3998,nfi,endonuclease activity
47826,b3998,nfi,endonuclease activity
47827,b3998,nfi,protein binding
47828,b3998,nfi,hydrolase activity
47829,b3998,nfi,deoxyribonuclease V activity
47830,b3998,nfi,deoxyribonuclease V activity
47831,b3998,nfi,deoxyribonuclease V activity
47832,b3998,nfi,metal ion binding
47833,b3998,nfi,DNA repair
47834,b3998,nfi,DNA repair
47835,b3998,nfi,DNA repair
47836,b3998,nfi,DNA damage response
47837,b3998,nfi,"RNA phosphodiester bond hydrolysis, endonucleolytic"
47838,b3998,nfi,cytoplasm
47839,b3998,nfi,cytoplasm
47840,b3998,nfi,cytoplasm
47841,b3998,nfi,cytosol
47842,b3998,nfi,"RNA endonuclease activity, producing 5'-phosphomonoesters"
47843,b3998,nfi,single-stranded RNA binding
47844,b3998,nfi,deoxyribonuclease V activity
47845,b3710,mdtL,transmembrane transporter activity
47846,b3710,mdtL,transmembrane transporter activity
47847,b3710,mdtL,response to antibiotic
47848,b3710,mdtL,transmembrane transport
47849,b3710,mdtL,transmembrane transport
47850,b3710,mdtL,plasma membrane
47851,b3710,mdtL,plasma membrane
47852,b3710,mdtL,plasma membrane
47853,b3710,mdtL,plasma membrane
47854,b3710,mdtL,plasma membrane
47855,b3710,mdtL,plasma membrane
47856,b3710,mdtL,plasma membrane
47857,b3710,mdtL,membrane
47858,b3710,mdtL,xenobiotic detoxification by transmembrane export across the plasma membrane
47859,b3710,mdtL,transmembrane transporter activity
47877,b4479,dgoR,negative regulation of DNA-templated transcription initiation
47878,b4479,dgoR,transcription cis-regulatory region binding
47879,b4479,dgoR,cis-regulatory region sequence-specific DNA binding
47880,b4479,dgoR,DNA-binding transcription repressor activity
47881,b4479,dgoR,DNA binding
47882,b4479,dgoR,DNA binding
47883,b4479,dgoR,DNA-binding transcription factor activity
47884,b4479,dgoR,identical protein binding
47885,b4479,dgoR,metal ion binding
47886,b4479,dgoR,ligand-activated transcription factor activity
47887,b4479,dgoR,regulation of DNA-templated transcription
47888,b2186,yejK,double-stranded DNA binding
47889,b2186,yejK,single-stranded RNA binding
47890,b2186,yejK,protein binding
47891,b2186,yejK,identical protein binding
47892,b2186,yejK,cytoplasm
47893,b2186,yejK,cytoplasm
47894,b2186,yejK,nucleoid
47895,b2186,yejK,nucleoid
47896,b2186,yejK,bacterial nucleoid
47897,b2186,yejK,bacterial nucleoid
47898,b2186,yejK,single-stranded RNA binding
47899,b2186,yejK,bacterial nucleoid
47900,b2186,yejK,double-stranded DNA binding
47902,b2224,atoB,acetoacetic acid catabolic process
47903,b2224,atoB,acetoacetic acid catabolic process
47904,b2224,atoB,acetyl-CoA C-acetyltransferase activity
47905,b2224,atoB,acetyl-CoA C-acetyltransferase activity
47906,b2224,atoB,acetyl-CoA C-acetyltransferase activity
47907,b2224,atoB,transferase activity
47908,b2224,atoB,acyltransferase activity
47909,b2224,atoB,acyltransferase activity
47910,b2224,atoB,"acyltransferase activity, transferring groups other than amino-acyl groups"
47911,b2224,atoB,"acyltransferase activity, transferring groups other than amino-acyl groups"
47912,b2224,atoB,identical protein binding
47913,b2224,atoB,lipid metabolic process
47914,b2224,atoB,fatty acid metabolic process
47915,b2224,atoB,small molecule metabolic process
47916,b2224,atoB,cytoplasm
47917,b2224,atoB,cytoplasm
47918,b2224,atoB,protein-containing complex
47919,b2531,iscR,regulation of DNA-templated transcription
47920,b2531,iscR,regulation of DNA-templated transcription
47921,b2531,iscR,regulation of DNA-templated transcription
47922,b2531,iscR,DNA binding
47923,b2531,iscR,double-stranded DNA binding
47924,b2531,iscR,double-stranded DNA binding
47925,b2531,iscR,DNA-binding transcription factor activity
47926,b2531,iscR,DNA-binding transcription factor activity
47927,b2531,iscR,DNA-binding transcription factor activity
47928,b2531,iscR,DNA-binding transcription factor activity
47929,b2531,iscR,iron ion binding
47930,b2531,iscR,identical protein binding
47931,b2531,iscR,identical protein binding
47932,b2531,iscR,metal ion binding
47933,b2531,iscR,iron-sulfur cluster binding
47934,b2531,iscR,"2 iron, 2 sulfur cluster binding"
47935,b2531,iscR,regulation of DNA-templated transcription
47936,b2531,iscR,regulation of DNA-templated transcription
47937,b2531,iscR,cytosol
47938,b2531,iscR,DNA-binding transcription factor activity
47939,b2531,iscR,cytosol
47940,b2531,iscR,regulation of DNA-templated transcription
47941,b3180,yhbY,ribosomal large subunit assembly
47942,b3180,yhbY,ribosomal small subunit assembly
